time,rollrate,pitchrate,yawrate,accx,accy,accz,thrust1,thrust2,thrust3,thrust4
0,0,0.001068115234375,-0.001068115234375,-0.1666259765625,0.062255859375,9.88861083984375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.011317253112793,0,0,-0.001068115234375,-0.1666259765625,0.05401611328125,9.8968505859375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0199713706970215,-0.001068115234375,-0.001068115234375,0,-0.16387939453125,0.05126953125,9.89501953125,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0299825668334961,-0.001068115234375,-0.001068115234375,-0.00213623046875,-0.15289306640625,0.05767822265625,9.8638916015625,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0400807857513428,0,0,-0.00213623046875,-0.16204833984375,0.0567626953125,9.8638916015625,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0501587390899658,-0.001068115234375,-0.001068115234375,-0.001068115234375,-0.1776123046875,0.05035400390625,9.88494873046875,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0599689483642578,0,0,-0.001068115234375,-0.1702880859375,0.047607421875,9.87396240234375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0699973106384277,-0.001068115234375,0.001068115234375,-0.001068115234375,-0.16021728515625,0.05401611328125,9.8675537109375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0801892280578613,-0.001068115234375,0,-0.001068115234375,-0.1611328125,0.05584716796875,9.91424560546875,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.0913076400756836,-0.001068115234375,0.001068115234375,0,-0.1666259765625,0.0567626953125,9.90692138671875,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.103382349014282,0,0.00213623046875,0,-0.16204833984375,0.05767822265625,9.88128662109375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.110211849212646,0,0.001068115234375,-0.001068115234375,-0.1593017578125,0.05767822265625,9.8968505859375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.121126651763916,-0.00213623046875,0.00213623046875,-0.001068115234375,-0.16387939453125,0.05859375,9.88677978515625,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.137900114059448,-0.001068115234375,0.00213623046875,0,-0.16021728515625,0.05950927734375,9.86663818359375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.142083406448364,0,0.00213623046875,0,-0.15380859375,0.05767822265625,9.86663818359375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.150973081588745,-0.001068115234375,0.00213623046875,-0.001068115234375,-0.164794921875,0.05950927734375,9.8748779296875,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.164177179336548,0,0.001068115234375,-0.001068115234375,-0.16937255859375,0.05950927734375,9.8858642578125,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.181296110153198,0,0.001068115234375,-0.001068115234375,-0.16021728515625,0.05218505859375,9.898681640625,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.199268341064453,0,0.001068115234375,-0.001068115234375,-0.172119140625,0.05218505859375,9.906005859375,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
0.202893495559692,0,0.00213623046875,-0.001068115234375,-0.172119140625,0.062255859375,9.88677978515625,0.000152587890625,0.000152587890625,0.000152587890625,0.000152587890625
